[ID];[content language];[target country];[title];[description];[condition];[price];[currency];[weight];[unit];[quantity];[expiration date];[product type];[brand];[GTIN];[MPN];[product information homepage];[product image URL]
184;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
185;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
186;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
187;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
188;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
189;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
190;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
191;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
192;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
193;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
194;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
195;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
196;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
197;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
198;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
199;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
200;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
201;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
202;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
203;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
204;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
205;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
206;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
207;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
208;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
209;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
210;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
211;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
212;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
213;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
214;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
215;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
216;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
217;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
218;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
219;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
220;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
221;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
222;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
223;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
224;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
225;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
226;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
227;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
228;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
229;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
230;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
231;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
232;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
233;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
234;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
235;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
236;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
237;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
238;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
239;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
240;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
241;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
242;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
243;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
244;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
245;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
246;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
247;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
248;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
249;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
250;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
251;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
252;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
253;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
254;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
255;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
256;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
257;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
258;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
259;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
260;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
261;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
262;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
263;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
264;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
265;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
266;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
267;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
268;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
269;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
270;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
271;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
272;de;DE;Book on Math Olympiad problems;Problems and solutions from the Austrian Mathematical Olympiad 2000 – 2008;refurbished;7.31;eur;0.8;kg;100;2011-05-05 19:48;Media > Books > Non-Fiction > Math Books;;9783940445544;;book-info-page.html;
273;en;US;Red wool sweater;Comfortable and soft, this sweater will keep you warm on those cold winter nights. Red and blue stripes.;new;13.99;usd;23;lb;4;2010-10-29 22:00;Clothing & Accessories > Clothing > Outerwear > Sweaters;Jumpers-R-Us;;;item1-info-page.html;http://my.supercool.com/homepage/item1-picture.jpg
274;en;US;Dell monitor;24" with 10 million colors;used;200;usd;23;kg;300;2010-09-20 14:38;Electronics > Video > Computer Monitors;Dell;834721479305;HSC0424PP;monitor-info-page.html;http://my.supercool.com/homepage/monitor-picture.png
275;de;DE;HP Laptop;"This notebook features a stylish understated micro-fiber pattern design in a stone gray color for a clean professional look. Powered by the AMD Turion II mobile processors, the HP 625 notebook PC helps you get the job done. With an energy-efficient 15.6" diagonal LED-backlit display, 2-megapixel webcam and integrated Wi-Fi, the HP 625 is your link to the world.";used;1000;eur;3.2;kg;1;2010-24-12 23:59;Electronics > Computers > Laptops;HP;83475892457;RJ4694;laptop-info-page.html;
